time,oi_usd
2026-04-25 12:00:00,2650638.11
2026-04-25 13:00:00,2637284.06
2026-04-25 14:00:00,2647154.12
2026-04-25 15:00:00,2641493.65
2026-04-25 16:00:00,2625824.47
2026-04-25 17:00:00,2617719.62
2026-04-25 18:00:00,2601031.09
2026-04-25 19:00:00,2615868.95
2026-04-25 20:00:00,2623433.60
2026-04-25 21:00:00,2627763.15
2026-04-25 22:00:00,2620992.01
2026-04-25 23:00:00,2632424.19
2026-04-26 00:00:00,2616424.93
2026-04-26 01:00:00,2599915.33
2026-04-26 02:00:00,2592092.14
2026-04-26 03:00:00,2606130.07
2026-04-26 04:00:00,2601965.11
2026-04-26 05:00:00,2615191.96
2026-04-26 06:00:00,2626251.24
2026-04-26 07:00:00,2637211.69
2026-04-26 08:00:00,2634623.64
2026-04-26 09:00:00,2632140.35
2026-04-26 10:00:00,2631654.12
2026-04-26 11:00:00,2634763.48
2026-04-26 12:00:00,2670302.69
2026-04-26 13:00:00,2640821.93
2026-04-26 14:00:00,2630114.93
2026-04-26 15:00:00,2656436.67
2026-04-26 16:00:00,2649483.06
2026-04-26 17:00:00,2628163.51
2026-04-26 18:00:00,2626621.96
2026-04-26 19:00:00,2627884.04
2026-04-26 20:00:00,2608246.32
2026-04-26 21:00:00,2613496.32
2026-04-26 22:00:00,2620108.12
2026-04-26 23:00:00,2613034.68
2026-04-27 00:00:00,2608919.79
2026-04-27 01:00:00,2620466.85
2026-04-27 02:00:00,2658815.39
2026-04-27 03:00:00,2672454.52
2026-04-27 04:00:00,2672261.54
2026-04-27 05:00:00,2652611.41
2026-04-27 06:00:00,2768260.94
2026-04-27 07:00:00,2627335.27
2026-04-27 08:00:00,2608823.43
2026-04-27 09:00:00,2614776.51
2026-04-27 10:00:00,2622059.88
2026-04-27 11:00:00,2617709.28
2026-04-27 12:00:00,2615568.25
2026-04-27 13:00:00,2606050.79
2026-04-27 14:00:00,2563174.80
2026-04-27 15:00:00,2557512.68
2026-04-27 16:00:00,2552880.23
2026-04-27 17:00:00,2553420.00
2026-04-27 18:00:00,2585569.45
2026-04-27 19:00:00,2590337.97
2026-04-27 20:00:00,2588687.39
2026-04-27 21:00:00,2598922.01
2026-04-27 22:00:00,2582612.12
2026-04-27 23:00:00,2592502.48
2026-04-28 00:00:00,2613960.16
2026-04-28 01:00:00,2601439.26
2026-04-28 02:00:00,2606224.14
2026-04-28 03:00:00,2595304.49
2026-04-28 04:00:00,2580632.82
2026-04-28 05:00:00,2602679.81
2026-04-28 06:00:00,2586636.10
2026-04-28 07:00:00,2573402.44
2026-04-28 08:00:00,2556206.52
2026-04-28 09:00:00,2552489.79
2026-04-28 10:00:00,2558612.18
2026-04-28 11:00:00,2575750.02
2026-04-28 12:00:00,2562341.35
2026-04-28 13:00:00,2611372.99
2026-04-28 14:00:00,2620515.62
2026-04-28 15:00:00,2576885.09
2026-04-28 16:00:00,2581200.65
2026-04-28 17:00:00,2578977.98
2026-04-28 18:00:00,2583044.37
2026-04-28 19:00:00,2587272.19
2026-04-28 20:00:00,2596563.90
2026-04-28 21:00:00,2594220.69
2026-04-28 22:00:00,2584786.03
2026-04-28 23:00:00,2583894.17
2026-04-29 00:00:00,2593427.01
2026-04-29 01:00:00,2617967.66
2026-04-29 02:00:00,2605736.10
2026-04-29 03:00:00,2623294.38
2026-04-29 04:00:00,2669954.94
2026-04-29 05:00:00,2668671.51
2026-04-29 06:00:00,2708834.38
2026-04-29 07:00:00,2717851.53
2026-04-29 08:00:00,2709288.42
2026-04-29 09:00:00,2719110.24
2026-04-29 10:00:00,2777568.26
2026-04-29 11:00:00,2794227.13
2026-04-29 12:00:00,2777898.07
2026-04-29 13:00:00,2903648.73
2026-04-29 14:00:00,3020749.10
2026-04-29 15:00:00,3099269.99
2026-04-29 16:00:00,3110918.43
2026-04-29 17:00:00,3054058.59
2026-04-29 18:00:00,3058435.40
2026-04-29 19:00:00,2936603.86
2026-04-29 20:00:00,2946871.47
2026-04-29 21:00:00,2947519.33
2026-04-29 22:00:00,2977188.49
2026-04-29 23:00:00,2968022.09
2026-04-30 00:00:00,2977157.21
2026-04-30 01:00:00,3013947.66
2026-04-30 02:00:00,3016281.32
2026-04-30 03:00:00,3047455.93
2026-04-30 04:00:00,3038395.63
2026-04-30 05:00:00,3071688.48
2026-04-30 06:00:00,3127047.62
2026-04-30 07:00:00,3046030.12
2026-04-30 08:00:00,3071303.37
2026-04-30 09:00:00,3102270.92
2026-04-30 10:00:00,3069437.61
2026-04-30 11:00:00,3111323.85
2026-04-30 12:00:00,3050060.44
2026-04-30 13:00:00,3026475.98
2026-04-30 14:00:00,3029449.40
2026-04-30 15:00:00,3064474.55
2026-04-30 16:00:00,3050536.49
2026-04-30 17:00:00,3049293.64
2026-04-30 18:00:00,3022018.16
2026-04-30 19:00:00,3011570.52
2026-04-30 20:00:00,3023029.40
2026-04-30 21:00:00,3020421.59
2026-04-30 22:00:00,3075194.11
2026-04-30 23:00:00,3069913.28
2026-05-01 00:00:00,3055078.07
2026-05-01 01:00:00,3031593.93
2026-05-01 02:00:00,3051143.54
2026-05-01 03:00:00,3133341.35
2026-05-01 04:00:00,3102097.63
2026-05-01 05:00:00,3052115.16
2026-05-01 06:00:00,3108590.11
2026-05-01 07:00:00,3088315.99
2026-05-01 08:00:00,3094527.89
2026-05-01 09:00:00,3123480.79
2026-05-01 10:00:00,3131915.55
2026-05-01 11:00:00,3050294.84
2026-05-01 12:00:00,3038891.18
2026-05-01 13:00:00,3029145.63
2026-05-01 14:00:00,3067514.09
2026-05-01 15:00:00,3035143.40
2026-05-01 16:00:00,3021591.49
2026-05-01 17:00:00,3035872.88
2026-05-01 18:00:00,3008168.61
2026-05-01 19:00:00,3042222.72
2026-05-01 20:00:00,3053280.82
2026-05-01 21:00:00,3051101.00
2026-05-01 22:00:00,3023577.44
2026-05-01 23:00:00,3013045.37
2026-05-02 00:00:00,3001332.40
2026-05-02 01:00:00,3012258.55
2026-05-02 02:00:00,2998633.29
2026-05-02 03:00:00,2951765.27
2026-05-02 04:00:00,2919236.11
2026-05-02 05:00:00,2923182.88
2026-05-02 06:00:00,2936549.18
2026-05-02 07:00:00,2901575.76
2026-05-02 08:00:00,2913038.20
2026-05-02 09:00:00,2936185.23
2026-05-02 10:00:00,2909399.63
2026-05-02 11:00:00,2911312.62
2026-05-02 12:00:00,2888355.93
2026-05-02 13:00:00,2882855.84
2026-05-02 14:00:00,2879233.70
2026-05-02 15:00:00,2896326.50
2026-05-02 16:00:00,2888244.01
2026-05-02 17:00:00,2896694.24
2026-05-02 18:00:00,2916743.24
2026-05-02 19:00:00,2904677.38
2026-05-02 20:00:00,2918717.41
2026-05-02 21:00:00,2924340.78
2026-05-02 22:00:00,2944051.00
2026-05-02 23:00:00,2947465.13
2026-05-03 00:00:00,2930661.97
2026-05-03 01:00:00,2918684.46
2026-05-03 02:00:00,2867093.18
2026-05-03 03:00:00,2864771.50
2026-05-03 04:00:00,2860655.81
2026-05-03 05:00:00,2860051.10
2026-05-03 06:00:00,2860018.62
2026-05-03 07:00:00,2877565.12
2026-05-03 08:00:00,2875871.37
2026-05-03 09:00:00,2887078.61
2026-05-03 10:00:00,2894752.30
2026-05-03 11:00:00,2873484.73
2026-05-03 12:00:00,2862351.10
2026-05-03 13:00:00,2877793.78
2026-05-03 14:00:00,2887896.13
2026-05-03 15:00:00,2876052.83
2026-05-03 16:00:00,2901970.94
2026-05-03 17:00:00,2892164.69
2026-05-03 18:00:00,2903545.67
2026-05-03 19:00:00,2933384.76
2026-05-03 20:00:00,2933615.74
2026-05-03 21:00:00,2977646.99
2026-05-03 22:00:00,3046193.60
2026-05-03 23:00:00,3088208.08
2026-05-04 00:00:00,3153322.56
2026-05-04 01:00:00,3086658.14
2026-05-04 02:00:00,3077183.94
2026-05-04 03:00:00,3064994.28
2026-05-04 04:00:00,3062649.11
2026-05-04 05:00:00,3093278.55
2026-05-04 06:00:00,3065917.75
2026-05-04 07:00:00,3071520.05
2026-05-04 08:00:00,3063621.09
2026-05-04 09:00:00,3110339.84
2026-05-04 10:00:00,3152231.93
2026-05-04 11:00:00,3193575.60
2026-05-04 12:00:00,3255590.09
2026-05-04 13:00:00,3180805.51
2026-05-04 14:00:00,3196449.68
2026-05-04 15:00:00,3206619.73
2026-05-04 16:00:00,3309067.50
2026-05-04 17:00:00,3265714.46
2026-05-04 18:00:00,3306064.74
2026-05-04 19:00:00,3264392.73
2026-05-04 20:00:00,3284769.92
2026-05-04 21:00:00,3301002.59
2026-05-04 22:00:00,3344197.70
2026-05-04 23:00:00,3311616.54
2026-05-05 00:00:00,3512522.10
2026-05-05 01:00:00,3678467.33
2026-05-05 02:00:00,4069232.65
2026-05-05 03:00:00,4072054.65
2026-05-05 04:00:00,4090366.43
2026-05-05 05:00:00,4028429.91
2026-05-05 06:00:00,3782798.20
2026-05-05 07:00:00,3857198.10
2026-05-05 08:00:00,4128481.18
2026-05-05 09:00:00,4062288.31
2026-05-05 10:00:00,4082946.67
2026-05-05 11:00:00,4061082.86
2026-05-05 12:00:00,3994027.81
2026-05-05 13:00:00,4082626.12
2026-05-05 14:00:00,4021103.09
2026-05-05 15:00:00,3747623.99
2026-05-05 16:00:00,3634683.47
2026-05-05 17:00:00,3775266.65
2026-05-05 18:00:00,3832183.65
2026-05-05 19:00:00,3793166.89
2026-05-05 20:00:00,3975540.75
2026-05-05 21:00:00,3990378.51
2026-05-05 22:00:00,4014399.42
2026-05-05 23:00:00,3933798.63
2026-05-06 00:00:00,4003662.33
2026-05-06 01:00:00,4003517.47
2026-05-06 02:00:00,4197935.59
2026-05-06 03:00:00,4030200.00
2026-05-06 04:00:00,3885142.10
2026-05-06 05:00:00,4013285.34
2026-05-06 06:00:00,3894687.10
2026-05-06 07:00:00,3979738.77
2026-05-06 08:00:00,4023435.21
2026-05-06 09:00:00,4030602.42
2026-05-06 10:00:00,4037099.71
2026-05-06 11:00:00,3944860.20
2026-05-06 12:00:00,3918989.18
2026-05-06 13:00:00,3907110.06
2026-05-06 14:00:00,3840959.14
2026-05-06 15:00:00,3637888.50
2026-05-06 16:00:00,3639201.47
2026-05-06 17:00:00,3667281.93
2026-05-06 18:00:00,3707123.84
2026-05-06 19:00:00,3786341.07
2026-05-06 20:00:00,3762454.05
2026-05-06 21:00:00,3785412.77
2026-05-06 22:00:00,3823927.45
2026-05-06 23:00:00,3847906.65
2026-05-07 00:00:00,3865869.66
2026-05-07 01:00:00,4042263.76
2026-05-07 02:00:00,4312151.18
2026-05-07 03:00:00,4734112.53
2026-05-07 04:00:00,4516179.20
2026-05-07 05:00:00,4584460.67
2026-05-07 06:00:00,4617555.71
2026-05-07 07:00:00,4350037.84
2026-05-07 08:00:00,4710744.09
2026-05-07 09:00:00,5052043.00
2026-05-07 10:00:00,4799421.13
2026-05-07 11:00:00,4719081.62
2026-05-07 12:00:00,4529199.41
2026-05-07 13:00:00,4540086.98
2026-05-07 14:00:00,4544836.54
2026-05-07 15:00:00,4479560.45
2026-05-07 16:00:00,4373165.27
2026-05-07 17:00:00,4294687.70
2026-05-07 18:00:00,4346370.59
2026-05-07 19:00:00,4361864.05
2026-05-07 20:00:00,4200903.38
2026-05-07 21:00:00,4216216.18
2026-05-07 22:00:00,4159605.26
2026-05-07 23:00:00,4185629.77
2026-05-08 00:00:00,4224055.61
2026-05-08 01:00:00,4261279.70
2026-05-08 02:00:00,4245286.59
2026-05-08 03:00:00,4195924.72
2026-05-08 04:00:00,4207968.66
2026-05-08 05:00:00,4162980.55
2026-05-08 06:00:00,4214232.10
2026-05-08 07:00:00,4312021.40
2026-05-08 08:00:00,4305900.31
2026-05-08 09:00:00,4232946.39
2026-05-08 10:00:00,4145114.66
2026-05-08 11:00:00,4121959.15
2026-05-08 12:00:00,4133686.17
2026-05-08 13:00:00,4117645.29
2026-05-08 14:00:00,4127585.27
2026-05-08 15:00:00,4213227.25
2026-05-08 16:00:00,4269323.72
2026-05-08 17:00:00,4221626.31
2026-05-08 18:00:00,4167615.32
2026-05-08 19:00:00,4226131.95
2026-05-08 20:00:00,4242619.58
2026-05-08 21:00:00,4303642.52
2026-05-08 22:00:00,4365913.64
2026-05-08 23:00:00,4394933.05
2026-05-09 00:00:00,4359262.53
2026-05-09 01:00:00,4341045.60
2026-05-09 02:00:00,4385901.87
2026-05-09 03:00:00,4306418.40
2026-05-09 04:00:00,4249638.02
2026-05-09 05:00:00,4279412.45
2026-05-09 06:00:00,4244490.22
2026-05-09 07:00:00,4268689.76
2026-05-09 08:00:00,4214314.97
2026-05-09 09:00:00,4226780.59
2026-05-09 10:00:00,4206248.39
2026-05-09 11:00:00,4193781.99
2026-05-09 12:00:00,4149266.42
2026-05-09 13:00:00,4122331.99
2026-05-09 14:00:00,4075555.00
2026-05-09 15:00:00,4039069.10
2026-05-09 16:00:00,4080019.04
2026-05-09 17:00:00,4101530.94
2026-05-09 18:00:00,4100559.64
2026-05-09 19:00:00,4141621.56
2026-05-09 20:00:00,4117413.10
2026-05-09 21:00:00,4108306.20
2026-05-09 22:00:00,4162845.49
2026-05-09 23:00:00,4139280.74
2026-05-10 00:00:00,4255491.48
2026-05-10 01:00:00,4262524.09
2026-05-10 02:00:00,4300535.26
2026-05-10 03:00:00,4414029.12
2026-05-10 04:00:00,4500635.34
2026-05-10 05:00:00,4438179.34
2026-05-10 06:00:00,4327294.60
2026-05-10 07:00:00,4373419.71
2026-05-10 08:00:00,4268994.71
2026-05-10 09:00:00,4296863.75
2026-05-10 10:00:00,4293996.28
2026-05-10 11:00:00,4265302.48
2026-05-10 12:00:00,4278496.75
2026-05-10 13:00:00,4506024.95
2026-05-10 14:00:00,4496047.05
2026-05-10 15:00:00,4444796.64
