date,tvl,fees,revenue,dex_vol,stbl
2023-11-28,,102506.00,102506.00,,
2023-11-29,,3279.00,3279.00,,
2023-11-30,,811.00,811.00,,
2023-12-01,,410.00,410.00,,
2023-12-02,,221138.00,221138.00,,
2023-12-03,,0.00,0.00,,
2023-12-04,,0.00,0.00,,
2023-12-05,,6373.00,6373.00,,
2023-12-06,,103001.00,103001.00,,
2023-12-07,,533888.00,533888.00,,
2023-12-08,,168316.00,168316.00,,
2023-12-09,,1660203.00,1660203.00,,
2023-12-10,,70.00,70.00,,
2023-12-11,,584910.00,584910.00,,
2023-12-12,,1345581.00,1345581.00,,
2023-12-13,,476823.00,476823.00,,
2023-12-14,,1633321.00,1633321.00,,
2023-12-15,7013345.00,5970790.00,5970790.00,,
2023-12-16,12886301.00,8508854.00,8508854.00,,
2023-12-17,21501680.00,46.00,46.00,,
2023-12-18,21501680.00,3217424.00,3217424.00,,
2023-12-19,21501680.00,7980195.00,7980195.00,,
2023-12-20,32734789.00,4827794.00,4827794.00,,
2023-12-21,37611689.00,6509054.00,6509054.00,,
2023-12-22,44103681.00,5283890.00,5283890.00,,
2023-12-23,49298257.00,5636610.00,5636610.00,,
2023-12-24,54958802.00,2157399.00,2157399.00,,
2023-12-25,57311257.00,1004898.00,1004898.00,,
2023-12-26,59614171.00,4988690.00,4988690.00,,
2023-12-27,63286470.00,505012.00,505012.00,,
2023-12-28,63983210.00,7351733.00,7351733.00,,
2023-12-29,71345358.00,1933690.00,1933690.00,,
2023-12-30,73085631.00,5828984.00,5828984.00,,
2023-12-31,79210569.00,5762682.00,5762682.00,,
2024-01-01,84763418.00,884173.00,884173.00,,
2024-01-02,86250148.00,2730440.00,2730440.00,,
2024-01-03,91689999.00,9815641.00,9815641.00,,
2024-01-04,101703659.00,2419999.00,2419999.00,,
2024-01-05,104886816.00,1948298.00,1948298.00,,
2024-01-06,106064418.00,179857.00,179857.00,,
2024-01-07,106668319.00,1829193.00,1829193.00,,
2024-01-08,110664820.00,1985171.00,1985171.00,,
2024-01-09,110182278.00,2586217.00,2586217.00,,
2024-01-10,113143471.00,4055727.00,4055727.00,,
2024-01-11,117024561.00,322816.00,322816.00,,
2024-01-12,117438884.00,79.00,79.00,,
2024-01-13,117555972.00,873974.00,873974.00,,
2024-01-14,118121827.00,186381.00,186381.00,,
2024-01-15,118660181.00,74845.00,74845.00,,
2024-01-16,118500436.00,4354405.00,4354405.00,,
