date,tvl,fees,revenue,dex_vol,stbl
2023-01-28,135.00,,,,
2023-01-29,315.00,,,,
2023-01-30,315.00,,,,
2023-01-31,315.00,,,,
2023-02-01,495.00,,,,
2023-02-02,500921.00,,,,
2023-02-03,500921.00,,,,
2023-02-04,500921.00,,,,
2023-02-05,16020746.00,,,,
2023-02-06,16020746.00,,,,
2023-02-07,16020746.00,,,,
2023-02-08,16020746.00,,,,
2023-02-09,24800411.00,,,,
2023-02-10,26050815.00,,,,
2023-02-11,26050815.00,,,,
2023-02-12,31312004.00,,,,
2023-02-13,31312004.00,,,,
2023-02-14,31312004.00,,,,
2023-02-15,36586155.00,,,,
2023-02-16,36586155.00,,,,
2023-02-17,37365739.00,,,,
2023-02-18,37365739.00,,,,
2023-02-19,37522850.00,,,,
2023-02-20,37522850.00,,,,
2023-02-21,37522850.00,,,,
2023-02-22,37522850.00,,,,
2023-02-23,37525588.00,,,,
2023-02-24,37885890.00,,,,
2023-02-25,36903238.00,,,,
2023-02-26,37916477.00,,,,
2023-02-27,37916477.00,,,,
2023-02-28,37916477.00,,,,
2023-03-01,38019748.00,,,,
2023-03-02,39660673.00,,,,
2023-03-03,40659857.00,,,,
2023-03-04,41146280.00,,,,
2023-03-05,46064532.00,,,,
2023-03-06,46064532.00,,,,
2023-03-07,46064532.00,,,,
2023-03-08,48768177.00,,,,
2023-03-09,48771319.00,,,,
2023-03-10,48763660.00,,,,
2023-03-11,48765441.00,,,,
2023-03-12,48191806.00,,,,
2023-03-13,48191806.00,,,,
2023-03-14,48191806.00,,,,
2023-03-15,48613504.00,,,,
2023-03-16,47647955.00,,,,
2023-03-17,49499925.00,,,,
2023-03-18,51548561.00,,,,
2023-03-19,53345402.00,,,,
2023-03-20,53345402.00,,,,
2023-03-21,53345402.00,,,,
2023-03-22,53081707.00,,,,
2023-03-23,53171464.00,,,,
2023-03-24,54156764.00,,,,
2023-03-25,54175861.00,,,,
2023-03-26,54210444.00,,,,
2023-03-27,54210444.00,,,,
2023-03-28,54210444.00,,,,
2023-03-29,62732020.00,,,,
2023-03-30,63331364.00,,,,
2023-03-31,68182314.00,,,,
2023-04-01,68190523.00,,,,
2023-04-02,68005317.00,,,,
2023-04-03,68005317.00,,,,
2023-04-04,68005317.00,,,,
2023-04-05,68010903.00,,,,
2023-04-06,67863861.00,,,,
2023-04-07,67863861.00,,,,
2023-04-08,70547349.00,,,,
2023-04-09,70546048.00,,,,
2023-04-10,70546048.00,,,,
2023-04-11,70546048.00,,,,
2023-04-12,70446050.00,,,,
2023-04-13,70923164.00,,,,
2023-04-14,71378740.00,,,,
2023-04-15,71384879.00,,,,
2023-04-16,101522290.00,,,,
2023-04-17,101522290.00,,,,
2023-04-18,101522290.00,,,,
2023-04-19,101683425.00,,,,
2023-04-20,101891310.00,,,,
2023-04-21,102064684.00,,,,
2023-04-22,102721874.00,,,,
2023-04-23,102577309.00,,,,
2023-04-24,102577309.00,,,,
2023-04-25,102577309.00,,,,
2023-04-26,104586112.00,,,,
2023-04-27,105193849.00,,,,
2023-04-28,105221817.00,,,,
2023-04-29,105230883.00,,,,
2023-04-30,105249413.00,,,,
2023-05-01,105249413.00,,,,
2023-05-02,105249413.00,,,,
2023-05-03,105401135.00,,,,
2023-05-04,110203786.00,,,,
2023-05-05,111594255.00,,,,
2023-05-06,111594255.00,,,,
2023-05-07,116384105.00,,,,
2023-05-08,116384105.00,,,,
2023-05-09,116384105.00,,,,
2023-05-10,116484007.00,,,,
2023-05-11,118231656.00,,,,
2023-05-12,118231656.00,,,,
2023-05-13,118231656.00,,,,
2023-05-14,118231656.00,,,,
2023-05-15,118231656.00,,,,
2023-05-16,118231656.00,,,,
2023-05-17,118231656.00,,,,
2023-05-18,118231656.00,,,,
2023-05-19,130005732.00,,,,
2023-05-20,131783157.00,,,,
2023-05-21,138464766.00,,,,
2023-05-22,138464766.00,,,,
2023-05-23,138464766.00,,,,
2023-05-24,112062142.00,,,,
2023-05-25,103581425.00,,,,
2023-05-26,103581425.00,,,,
2023-05-27,103581425.00,,,,
2023-05-28,104080047.00,,,,
2023-05-29,104080047.00,,,,
2023-05-30,104080047.00,,,,
2023-05-31,104080047.00,,,,
2023-06-01,103502843.00,,,,
2023-06-02,100474762.00,,,,
2023-06-03,100574448.00,,,,
2023-06-04,100574448.00,,,,
2023-06-05,100574448.00,,,,
2023-06-06,100574448.00,,,,
2023-06-07,105934505.00,,,,
2023-06-08,106238883.00,,,,
2023-06-09,109923265.00,,,,
2023-06-10,103898714.00,,,,
2023-06-11,104356080.00,,,,
2023-06-12,104356080.00,,,,
2023-06-13,104356080.00,,,,
2023-06-14,136197886.00,,,,
2023-06-15,139466789.00,,,,
2023-06-16,139466789.00,,,,
2023-06-17,144589759.00,,,,
2023-06-18,145683082.00,,,,
2023-06-19,145632614.00,,,,
2023-06-20,143613893.00,,,,
2023-06-21,143613893.00,,,,
2023-06-22,142169947.00,,,,
2023-06-23,130822475.00,,,,
2023-06-24,130181515.00,,,,
2023-06-25,130080579.00,,,,
2023-06-26,130080579.00,,,,
2023-06-27,130080579.00,,,,
2023-06-28,130131021.00,,,,
2023-06-29,130131021.00,,,,
2023-06-30,130329616.00,,,,
2023-07-01,130329616.00,,,,
2023-07-02,131569390.00,,,,
2023-07-03,131569390.00,,,,
2023-07-04,131569390.00,,,,
2023-07-05,131569390.00,,,,
2023-07-06,131569390.00,,,,
2023-07-07,130967391.00,,,,
2023-07-08,132150391.00,,,,
2023-07-09,132261327.00,,,,
2023-07-10,132261327.00,,,,
2023-07-11,132261327.00,,,,
2023-07-12,131795841.00,,,,
2023-07-13,132787145.00,,,,
2023-07-14,138646429.00,,,,
2023-07-15,138646429.00,,,,
2023-07-16,136001797.00,,,,
2023-07-17,136001797.00,,,,
2023-07-18,136001797.00,,,,
2023-07-19,136001797.00,,,,
2023-07-20,154567719.00,,,,
2023-07-21,149574998.00,,,,
2023-07-22,149683488.00,,,,
2023-07-23,150152036.00,,,,
2023-07-24,150152036.00,,,,
2023-07-25,149981784.00,,,,
2023-07-26,150195537.00,,,,
2023-07-27,152223260.00,,,,
2023-07-28,152191784.00,,,,
2023-07-29,160227902.00,,,,
2023-07-30,162362864.00,,,,
2023-07-31,162370170.00,,,,
2023-08-01,162336560.00,,,,
2023-08-02,162397369.00,,,,
2023-08-03,162349587.00,,,,
2023-08-04,162339471.00,,,,
2023-08-05,162987122.00,,,,
2023-08-06,163354472.00,,,,
2023-08-07,163292887.00,,,,
2023-08-08,163345324.00,,,,
2023-08-09,162908103.00,,,,
2023-08-10,158666367.00,,,,
2023-08-11,158569415.00,,,,
2023-08-12,164674400.00,,,,
2023-08-13,163893435.00,,,,
2023-08-14,163859017.00,,,,
2023-08-15,163894747.00,,,,
2023-08-16,162791780.00,,,,
2023-08-17,162292413.00,,,,
2023-08-18,162090502.00,,,,
2023-08-19,160860325.00,,,,
2023-08-20,154602616.00,,,,
2023-08-21,154448168.00,,,,
2023-08-22,154448168.00,,,,
2023-08-23,154461253.00,,,,
2023-08-24,152593618.00,,,,
2023-08-25,154433646.00,,,,
2023-08-26,154418666.00,,,,
2023-08-27,155401072.00,,,,
2023-08-28,155401694.00,,,,
2023-08-29,155366573.00,,,,
2023-08-30,156504646.00,,,,
2023-08-31,157906588.00,,,,
2023-09-01,157690500.00,,,,
2023-09-02,157703871.00,,,,
2023-09-03,159210804.00,,,,
2023-09-04,159184853.00,,,,
2023-09-05,159124671.00,,,,
2023-09-06,159210804.00,,,,
2023-09-07,159259386.00,,,,
2023-09-08,165067344.00,,,,
2023-09-09,164674490.00,,,,
2023-09-10,162686700.00,,,,
2023-09-11,162731940.00,,,,
2023-09-12,162845073.00,,,,
2023-09-13,164610752.00,,,,
2023-09-14,164552182.00,,,,
2023-09-15,164401686.00,,,,
2023-09-16,164592121.00,,,,
2023-09-17,164501387.00,,,,
2023-09-18,164413378.00,,,,
2023-09-19,164501387.00,,,,
2023-09-20,197253323.00,,,,
2023-09-21,197208186.00,,,,
2023-09-22,197879096.00,,,,
2023-09-23,197956794.00,,,,
2023-09-24,197827388.00,,,,
2023-09-25,197858451.00,,,,
2023-09-26,198056310.00,,,,
2023-09-27,197822730.00,,,,
2023-09-28,198758193.00,,,,
2023-09-29,200415957.00,,,,
2023-09-30,201089911.00,,,,
2023-10-01,202420134.00,,,,
2023-10-02,202320139.00,,,,
2023-10-03,202420134.00,,,,
2023-10-04,202267921.00,,,,
2023-10-05,202523552.00,,,,
2023-10-06,204017831.00,,,,
2023-10-07,204179896.00,,,,
2023-10-08,204273232.00,,,,
2023-10-09,204273232.00,,,,
