date,tvl,fees,revenue,dex_vol,stbl
2023-08-18,158640.00,,,,
2023-08-19,657661.00,,,,
2023-08-20,3154694.00,,,,
2023-08-21,3176774.00,,,,
2023-08-22,3191446.00,,,,
2023-08-23,3200781.00,,,,
2023-08-24,3204945.00,,,,
2023-08-25,3203682.00,,,,
2023-08-26,3201382.00,,,,
2023-08-27,3219715.00,,,,
2023-08-28,3216183.00,,,,
2023-08-29,3213506.00,,,,
2023-08-30,3209758.00,,,,
2023-08-31,3216827.00,,,,
2023-09-01,3216087.00,,,,
2023-09-02,3236085.00,,,,
2023-09-03,3241864.00,,,,
2023-09-04,3228897.00,,,,
2023-09-05,3226820.00,,,,
2023-09-06,3220793.00,,,,
2023-09-07,3221385.00,,,,
2023-09-08,3224750.00,,,,
2023-09-09,3235875.00,,,,
2023-09-10,3225107.00,,,,
2023-09-11,3224995.00,,,,
2023-09-12,3209483.00,,,,
2023-09-13,3207314.00,,,,
2023-09-14,3211384.00,,,,
2023-09-15,3209094.00,,,,
2023-09-16,3208070.00,,,,
2023-09-17,3207917.00,,,,
2023-09-18,3221179.00,,,,
2023-09-19,3214076.00,,,,
2023-09-20,3221576.00,,,,
2023-09-21,3225118.00,,,,
2023-09-22,3225096.00,,,,
2023-09-23,3220918.00,,,,
2023-09-24,3218897.00,,,,
2023-09-25,3216626.00,,,,
2023-09-26,3212485.00,,,,
2023-09-27,3215465.00,,,,
2023-09-28,3215099.00,,,,
2023-09-29,3210233.00,,,,
2023-09-30,3182922.00,,,,
2023-10-01,3183524.00,,,,
2023-10-02,3182091.00,,,,
2023-10-03,3174619.00,,,,
2023-10-04,3164523.00,,,,
2023-10-05,3164677.00,,,,
2023-10-06,3162692.00,,,,
2023-10-07,3168802.00,,,,
2023-10-08,3168688.00,,,,
2023-10-09,3171557.00,,,,
2023-10-10,3166732.00,,,,
2023-10-11,3160751.00,,,,
2023-10-12,3157113.00,,,,
2023-10-13,3154708.00,,,,
2023-10-14,3155484.00,,,,
2023-10-15,3156824.00,,,,
2023-10-16,3154286.00,,,,
2023-10-17,3157828.00,,,,
2023-10-18,3155407.00,,,,
2023-10-19,3149634.00,,,,
2023-10-20,3154855.00,,,,
2023-10-21,3151818.00,,,,
2023-10-22,3151169.00,,,,
2023-10-23,3140321.00,,,,
2023-10-24,3139275.00,,,,
2023-10-25,3146674.00,,,,
2023-10-26,3141297.00,,,,
2023-10-27,3142194.00,,,,
2023-10-28,3139448.00,,,,
2023-10-29,3135672.00,,,,
2023-10-30,3138133.00,,,,
2023-10-31,3141791.00,,,,
2023-11-01,3142733.00,,,,
2023-11-02,3142487.00,,,,
2023-11-03,3139678.00,,,,
2023-11-04,3141472.00,,,,
2023-11-05,3142577.00,,,,
2023-11-06,3142495.00,,,,
2023-11-07,3144548.00,,,,
2023-11-08,3139219.00,,,,
2023-11-09,3139221.00,,,,
2023-11-10,3140097.00,,,,
2023-11-11,3140719.00,,,,
2023-11-12,3143416.00,,,,
2023-11-13,3146789.00,,,,
2023-11-14,3147920.00,,,,
2023-11-15,3156682.00,,,,
2023-11-16,3157618.00,,,,
2023-11-17,3169138.00,,,,
2023-11-18,3171481.00,,,,
2023-11-19,3413077.00,,,,
2023-11-20,3404387.00,,,,
2023-11-21,3420732.00,,,,
2023-11-22,3189918.00,,,,
2023-11-23,3192805.00,,,,
2023-11-24,3205605.00,,,,
2023-11-25,3222509.00,,,,
2023-11-26,3247470.00,,,,
2023-11-27,3236007.00,,,,
2023-11-28,3235313.00,,,,
2023-11-29,3235503.00,,,,
2023-11-30,3281682.00,,,,
2023-12-01,3264604.00,,,,
2023-12-02,3267657.00,,,,
2023-12-03,3286971.00,,,,
2023-12-04,3300162.00,,,,
2023-12-05,3299681.00,,,,
2023-12-06,3310695.00,,,,
2023-12-07,3363948.00,,,,
2023-12-08,3336188.00,,,,
2023-12-09,3353280.00,,,,
2023-12-10,3352680.00,,,,
2023-12-11,3354287.00,,,,
2023-12-12,3354743.00,,,,
2023-12-13,3333820.00,,,,
2023-12-14,3320299.00,,,,
2023-12-15,3343749.00,,,,
2023-12-16,3358399.00,,,,
2023-12-17,3343120.00,,,,
2023-12-18,3361663.00,,,,
2023-12-19,3363348.00,,,,
2023-12-20,3488319.00,,,,
2023-12-21,3797044.00,,,,
2023-12-22,4981168.00,,,,
2023-12-23,4719106.00,,,,
2023-12-24,3916588.00,,,,
2023-12-25,4709605.00,,,,
2023-12-26,3953361.00,,,,
2023-12-27,4050891.00,,,,
2023-12-28,4719786.00,,,,
2023-12-29,4432817.00,,,,
2023-12-30,5192541.00,,,,
2023-12-31,7004432.00,,,,
2024-01-01,5624297.00,,,,
2024-01-02,5382135.00,,,,
2024-01-03,7933129.00,,,,
2024-01-04,5024171.00,,,,
2024-01-05,4637195.00,,,,
2024-01-06,10866532.00,,,,
2024-01-07,10931742.00,,,,
2024-01-08,10253835.00,,,,
2024-01-09,10784349.00,,,,
2024-01-10,11451081.00,,,,
2024-01-11,10888903.00,,,,
2024-01-12,11369259.00,,,,
2024-01-13,11640858.00,,,,
2024-01-14,9841361.00,,,,
2024-01-15,10582520.00,,,,
2024-01-16,10583423.00,,,,
2024-01-17,12066042.00,,,,
2024-01-18,11972645.00,,,,
2024-01-19,11091581.00,,,,
2024-01-20,9677909.00,,,,
2024-01-21,9373949.00,,,,
2024-01-22,9464771.00,,,,
2024-01-23,9193377.00,,,,
2024-01-24,8721858.00,,,,
2024-01-25,9256652.00,,,,
2024-01-26,9111703.00,,,,
2024-01-27,10783853.00,,,,
2024-01-28,10850629.00,,,,
2024-01-29,10844484.00,,,,
2024-01-30,10973555.00,,,,
2024-01-31,12364243.00,,,,
2024-02-01,12128706.00,,,,
2024-02-02,12061852.00,,,,
2024-02-03,10657268.00,,,,
2024-02-04,10738327.00,,,,
2024-02-05,10222320.00,,,,
2024-02-06,11049880.00,,,,
2024-02-07,10780855.00,,,,
2024-02-08,10621802.00,,,,
2024-02-09,10708319.00,,,,
2024-02-10,10805863.00,,,,
2024-02-11,11458697.00,,,,
2024-02-12,11458350.00,,,,
2024-02-13,12193402.00,,,,
2024-02-14,13748042.00,,,,
2024-02-15,14859550.00,,,,
2024-02-16,18110640.00,,,,
2024-02-17,19013897.00,,,,
2024-02-18,20668116.00,,,,
2024-02-19,20142812.00,,,,
2024-02-20,21869975.00,,,,
2024-02-21,21375740.00,,,,
2024-02-22,20431708.00,,,,
2024-02-23,19041211.00,,,,
2024-02-24,18638119.00,,,,
2024-02-25,18382205.00,,,,
2024-02-26,19592965.00,,,,
2024-02-27,19066092.00,,,,
2024-02-28,17999557.00,,,,
2024-02-29,16982620.00,,,,
2024-03-01,17605732.00,,,,
2024-03-02,18547580.00,,,,
2024-03-03,18888849.00,,,,
2024-03-04,18786945.00,,,,
2024-03-05,19395818.00,,,,
2024-03-06,19454248.00,,,,
2024-03-07,25796486.00,,,,
2024-03-08,25875703.00,,,,
2024-03-09,25973180.00,,,,
2024-03-10,25816055.00,,,,
2024-03-11,25802316.00,,,,
2024-03-12,25783956.00,,,,
2024-03-13,26800222.00,,,,
2024-03-14,26720833.00,,,,
