time,oi_usd
2026-04-25 12:00:00,2237204.18
2026-04-25 13:00:00,2285761.66
2026-04-25 14:00:00,2235562.56
2026-04-25 15:00:00,2199188.56
2026-04-25 16:00:00,2158003.45
2026-04-25 17:00:00,2127482.78
2026-04-25 18:00:00,2136312.59
2026-04-25 19:00:00,2163302.87
2026-04-25 20:00:00,2176269.04
2026-04-25 21:00:00,2167997.74
2026-04-25 22:00:00,2179962.16
2026-04-25 23:00:00,2177203.47
2026-04-26 00:00:00,2178040.69
2026-04-26 01:00:00,2159086.86
2026-04-26 02:00:00,2151764.31
2026-04-26 03:00:00,2171977.87
2026-04-26 04:00:00,2182356.97
2026-04-26 05:00:00,2200143.45
2026-04-26 06:00:00,2223910.31
2026-04-26 07:00:00,2215226.53
2026-04-26 08:00:00,2273435.88
2026-04-26 09:00:00,2281970.08
2026-04-26 10:00:00,2272732.06
2026-04-26 11:00:00,2250298.01
2026-04-26 12:00:00,2257955.33
2026-04-26 13:00:00,2247440.07
2026-04-26 14:00:00,2227699.50
2026-04-26 15:00:00,2223881.42
2026-04-26 16:00:00,2228018.94
2026-04-26 17:00:00,2216595.77
2026-04-26 18:00:00,2226183.86
2026-04-26 19:00:00,2228048.79
2026-04-26 20:00:00,2208894.67
2026-04-26 21:00:00,2194040.27
2026-04-26 22:00:00,2204253.13
2026-04-26 23:00:00,2189099.90
2026-04-27 00:00:00,2177813.73
2026-04-27 01:00:00,2179785.74
2026-04-27 02:00:00,2186509.51
2026-04-27 03:00:00,2187082.72
2026-04-27 04:00:00,2184097.38
2026-04-27 05:00:00,2175840.24
2026-04-27 06:00:00,2127979.81
2026-04-27 07:00:00,2066390.60
2026-04-27 08:00:00,2076826.29
2026-04-27 09:00:00,2099201.62
2026-04-27 10:00:00,2102129.50
2026-04-27 11:00:00,2090295.90
2026-04-27 12:00:00,2100162.45
2026-04-27 13:00:00,2086258.27
2026-04-27 14:00:00,2082145.00
2026-04-27 15:00:00,2090805.60
2026-04-27 16:00:00,2028304.85
2026-04-27 17:00:00,2023699.08
2026-04-27 18:00:00,2026537.10
2026-04-27 19:00:00,2018922.61
2026-04-27 20:00:00,1999499.19
2026-04-27 21:00:00,1983160.80
2026-04-27 22:00:00,1980193.76
2026-04-27 23:00:00,1988780.64
2026-04-28 00:00:00,1999331.54
2026-04-28 01:00:00,2001416.36
2026-04-28 02:00:00,1998428.14
2026-04-28 03:00:00,1986977.83
2026-04-28 04:00:00,1994900.95
2026-04-28 05:00:00,1996367.11
2026-04-28 06:00:00,1998332.70
2026-04-28 07:00:00,1997065.16
2026-04-28 08:00:00,2004152.24
2026-04-28 09:00:00,2007912.47
2026-04-28 10:00:00,2004430.51
2026-04-28 11:00:00,2003214.15
2026-04-28 12:00:00,1966129.64
2026-04-28 13:00:00,1985133.92
2026-04-28 14:00:00,1978273.30
2026-04-28 15:00:00,1979479.21
2026-04-28 16:00:00,1982867.24
2026-04-28 17:00:00,1981051.12
2026-04-28 18:00:00,1986089.90
2026-04-28 19:00:00,1997534.11
2026-04-28 20:00:00,2005480.76
2026-04-28 21:00:00,2002529.73
2026-04-28 22:00:00,1994363.46
2026-04-28 23:00:00,1985184.42
2026-04-29 00:00:00,1982044.71
2026-04-29 01:00:00,1981182.79
2026-04-29 02:00:00,1973610.23
2026-04-29 03:00:00,1985508.06
2026-04-29 04:00:00,1998831.35
2026-04-29 05:00:00,2012169.71
2026-04-29 06:00:00,2004112.56
2026-04-29 07:00:00,2000484.48
2026-04-29 08:00:00,1985222.85
2026-04-29 09:00:00,1972721.73
2026-04-29 10:00:00,1982824.77
2026-04-29 11:00:00,1967744.30
2026-04-29 12:00:00,1965484.93
2026-04-29 13:00:00,1954817.89
2026-04-29 14:00:00,1941726.99
2026-04-29 15:00:00,1919092.47
2026-04-29 16:00:00,1882315.95
2026-04-29 17:00:00,1876741.18
2026-04-29 18:00:00,1891159.82
2026-04-29 19:00:00,1846137.06
2026-04-29 20:00:00,1844763.99
2026-04-29 21:00:00,1856128.97
2026-04-29 22:00:00,1866235.06
2026-04-29 23:00:00,1863951.95
2026-04-30 00:00:00,1867566.81
2026-04-30 01:00:00,1883675.92
2026-04-30 02:00:00,1880942.65
2026-04-30 03:00:00,1862697.11
2026-04-30 04:00:00,1861816.98
2026-04-30 05:00:00,1855444.18
2026-04-30 06:00:00,1855810.08
2026-04-30 07:00:00,1862692.60
2026-04-30 08:00:00,1862663.28
2026-04-30 09:00:00,1856032.21
2026-04-30 10:00:00,1861832.87
2026-04-30 11:00:00,1851119.48
2026-04-30 12:00:00,1836132.25
2026-04-30 13:00:00,1821783.38
2026-04-30 14:00:00,1813858.76
2026-04-30 15:00:00,1806542.73
2026-04-30 16:00:00,1811138.18
2026-04-30 17:00:00,1796254.21
2026-04-30 18:00:00,1790854.27
2026-04-30 19:00:00,1786086.61
2026-04-30 20:00:00,1788624.96
2026-04-30 21:00:00,1782522.33
2026-04-30 22:00:00,1779091.16
2026-04-30 23:00:00,1771997.59
2026-05-01 00:00:00,1772516.44
2026-05-01 01:00:00,1767402.94
2026-05-01 02:00:00,1785434.53
2026-05-01 03:00:00,1785352.42
2026-05-01 04:00:00,1787957.70
2026-05-01 05:00:00,1784349.90
2026-05-01 06:00:00,1789670.66
2026-05-01 07:00:00,1773877.25
2026-05-01 08:00:00,1771088.03
2026-05-01 09:00:00,1795334.66
2026-05-01 10:00:00,1815867.49
2026-05-01 11:00:00,1808149.79
2026-05-01 12:00:00,1824278.16
2026-05-01 13:00:00,1839008.85
2026-05-01 14:00:00,1847675.64
2026-05-01 15:00:00,1849458.12
2026-05-01 16:00:00,1847295.66
2026-05-01 17:00:00,1833253.37
2026-05-01 18:00:00,1834310.12
2026-05-01 19:00:00,1832083.82
2026-05-01 20:00:00,1826669.90
2026-05-01 21:00:00,1808597.72
2026-05-01 22:00:00,1806234.28
2026-05-01 23:00:00,1799372.40
2026-05-02 00:00:00,1800054.91
2026-05-02 01:00:00,1801190.84
2026-05-02 02:00:00,1804835.39
2026-05-02 03:00:00,1800262.45
2026-05-02 04:00:00,1810269.77
2026-05-02 05:00:00,1808624.60
2026-05-02 06:00:00,1816635.78
2026-05-02 07:00:00,1816529.87
2026-05-02 08:00:00,1824138.24
2026-05-02 09:00:00,1826017.80
2026-05-02 10:00:00,1835008.09
2026-05-02 11:00:00,1832619.41
2026-05-02 12:00:00,1829505.36
2026-05-02 13:00:00,1830985.37
2026-05-02 14:00:00,1840863.53
2026-05-02 15:00:00,1856341.10
2026-05-02 16:00:00,1872640.72
2026-05-02 17:00:00,1870215.51
2026-05-02 18:00:00,1862604.97
2026-05-02 19:00:00,1852633.52
2026-05-02 20:00:00,1853666.93
2026-05-02 21:00:00,1847701.44
2026-05-02 22:00:00,1852490.58
2026-05-02 23:00:00,1854259.87
2026-05-03 00:00:00,1852149.78
2026-05-03 01:00:00,1845467.57
2026-05-03 02:00:00,1828944.56
2026-05-03 03:00:00,1818826.63
2026-05-03 04:00:00,1826043.76
2026-05-03 05:00:00,1822535.84
2026-05-03 06:00:00,1811512.44
2026-05-03 07:00:00,1808542.81
2026-05-03 08:00:00,1802930.98
2026-05-03 09:00:00,1806300.48
2026-05-03 10:00:00,1807197.22
2026-05-03 11:00:00,1791945.21
2026-05-03 12:00:00,1791525.24
2026-05-03 13:00:00,1805422.64
2026-05-03 14:00:00,1810704.14
2026-05-03 15:00:00,1809715.51
2026-05-03 16:00:00,1806187.57
2026-05-03 17:00:00,1805175.03
2026-05-03 18:00:00,1805912.57
2026-05-03 19:00:00,1810155.22
2026-05-03 20:00:00,1807813.34
2026-05-03 21:00:00,1809169.68
2026-05-03 22:00:00,1807605.66
2026-05-03 23:00:00,1814509.51
2026-05-04 00:00:00,1807165.53
2026-05-04 01:00:00,1798990.36
2026-05-04 02:00:00,1823392.99
2026-05-04 03:00:00,1843590.72
2026-05-04 04:00:00,1837702.50
2026-05-04 05:00:00,1834708.56
2026-05-04 06:00:00,1826748.04
2026-05-04 07:00:00,1818418.01
2026-05-04 08:00:00,1817477.75
2026-05-04 09:00:00,1810657.28
2026-05-04 10:00:00,1821995.14
2026-05-04 11:00:00,1769272.56
2026-05-04 12:00:00,1763896.11
2026-05-04 13:00:00,1765893.09
2026-05-04 14:00:00,1775087.98
2026-05-04 15:00:00,1795768.78
2026-05-04 16:00:00,1799753.98
2026-05-04 17:00:00,1821592.43
2026-05-04 18:00:00,1839205.34
2026-05-04 19:00:00,1813990.41
2026-05-04 20:00:00,1801435.19
2026-05-04 21:00:00,1801565.65
2026-05-04 22:00:00,1834083.96
2026-05-04 23:00:00,1811393.60
2026-05-05 00:00:00,1806657.73
2026-05-05 01:00:00,1821951.81
2026-05-05 02:00:00,1827660.65
2026-05-05 03:00:00,1834149.18
2026-05-05 04:00:00,1834705.85
2026-05-05 05:00:00,1828360.54
2026-05-05 06:00:00,1842279.56
2026-05-05 07:00:00,1835278.72
2026-05-05 08:00:00,1828195.69
2026-05-05 09:00:00,1809712.10
2026-05-05 10:00:00,1819182.48
2026-05-05 11:00:00,1820304.76
2026-05-05 12:00:00,1815614.60
2026-05-05 13:00:00,1836276.76
2026-05-05 14:00:00,1826764.03
2026-05-05 15:00:00,1797317.54
2026-05-05 16:00:00,1793499.98
2026-05-05 17:00:00,1779367.76
2026-05-05 18:00:00,1779668.95
2026-05-05 19:00:00,1799227.03
2026-05-05 20:00:00,1804027.59
2026-05-05 21:00:00,1821917.55
2026-05-05 22:00:00,1832621.71
2026-05-05 23:00:00,1832590.52
2026-05-06 00:00:00,1830944.15
2026-05-06 01:00:00,1812490.14
2026-05-06 02:00:00,1841805.68
2026-05-06 03:00:00,1832795.89
2026-05-06 04:00:00,1839018.60
2026-05-06 05:00:00,1835558.29
2026-05-06 06:00:00,1836217.39
2026-05-06 07:00:00,1865040.48
2026-05-06 08:00:00,1871283.77
2026-05-06 09:00:00,1867914.14
2026-05-06 10:00:00,1881809.84
2026-05-06 11:00:00,1875606.14
2026-05-06 12:00:00,1862696.75
2026-05-06 13:00:00,1866817.67
2026-05-06 14:00:00,1826029.70
2026-05-06 15:00:00,1816749.03
2026-05-06 16:00:00,1824281.52
2026-05-06 17:00:00,1828696.01
2026-05-06 18:00:00,1823219.09
2026-05-06 19:00:00,1829483.17
2026-05-06 20:00:00,1828844.29
2026-05-06 21:00:00,1833283.69
2026-05-06 22:00:00,1847592.05
2026-05-06 23:00:00,1833189.64
2026-05-07 00:00:00,1840494.13
2026-05-07 01:00:00,1811765.13
2026-05-07 02:00:00,1807965.46
2026-05-07 03:00:00,1812764.88
2026-05-07 04:00:00,1798908.10
2026-05-07 05:00:00,1813904.34
2026-05-07 06:00:00,1835282.93
2026-05-07 07:00:00,1868385.81
2026-05-07 08:00:00,1869450.86
2026-05-07 09:00:00,1861837.17
2026-05-07 10:00:00,1858791.58
2026-05-07 11:00:00,1850329.01
2026-05-07 12:00:00,1854187.04
2026-05-07 13:00:00,1876664.32
2026-05-07 14:00:00,1850183.42
2026-05-07 15:00:00,1834836.15
2026-05-07 16:00:00,1827734.96
2026-05-07 17:00:00,1837625.98
2026-05-07 18:00:00,1854166.65
2026-05-07 19:00:00,1866172.65
2026-05-07 20:00:00,1898223.80
2026-05-07 21:00:00,1908777.37
2026-05-07 22:00:00,1903533.73
2026-05-07 23:00:00,1905670.87
2026-05-08 00:00:00,1905238.06
2026-05-08 01:00:00,1895034.44
2026-05-08 02:00:00,1869364.40
2026-05-08 03:00:00,1857000.68
2026-05-08 04:00:00,1871507.37
2026-05-08 05:00:00,1884929.13
2026-05-08 06:00:00,1882240.26
2026-05-08 07:00:00,1868363.26
2026-05-08 08:00:00,1870483.06
2026-05-08 09:00:00,1878563.38
2026-05-08 10:00:00,1894369.90
2026-05-08 11:00:00,1903276.54
2026-05-08 12:00:00,1901282.46
2026-05-08 13:00:00,1900221.72
2026-05-08 14:00:00,1905841.29
2026-05-08 15:00:00,1964651.25
2026-05-08 16:00:00,1960571.60
2026-05-08 17:00:00,2074402.37
2026-05-08 18:00:00,2081868.97
2026-05-08 19:00:00,2081458.51
2026-05-08 20:00:00,2065773.63
2026-05-08 21:00:00,2055025.16
2026-05-08 22:00:00,2059405.55
2026-05-08 23:00:00,2050439.12
2026-05-09 00:00:00,2030946.61
2026-05-09 01:00:00,2022564.84
2026-05-09 02:00:00,2023027.05
2026-05-09 03:00:00,2011674.23
2026-05-09 04:00:00,1990129.38
2026-05-09 05:00:00,1981691.99
2026-05-09 06:00:00,1989380.67
2026-05-09 07:00:00,1975209.94
2026-05-09 08:00:00,1982178.49
2026-05-09 09:00:00,2105595.47
2026-05-09 10:00:00,2049758.76
2026-05-09 11:00:00,2077833.58
2026-05-09 12:00:00,2083380.68
2026-05-09 13:00:00,2074548.26
2026-05-09 14:00:00,2014915.81
2026-05-09 15:00:00,2015376.48
2026-05-09 16:00:00,2007035.27
2026-05-09 17:00:00,2021704.22
2026-05-09 18:00:00,2029466.37
2026-05-09 19:00:00,2031936.97
2026-05-09 20:00:00,2027584.51
2026-05-09 21:00:00,2023484.90
2026-05-09 22:00:00,2021135.97
2026-05-09 23:00:00,2020872.07
2026-05-10 00:00:00,2009813.03
2026-05-10 01:00:00,1995404.03
2026-05-10 02:00:00,1979364.72
2026-05-10 03:00:00,1985092.50
2026-05-10 04:00:00,1986334.70
2026-05-10 05:00:00,1994372.80
2026-05-10 06:00:00,2004190.41
2026-05-10 07:00:00,2002378.15
2026-05-10 08:00:00,2006340.21
2026-05-10 09:00:00,2017601.52
2026-05-10 10:00:00,2011902.73
2026-05-10 11:00:00,2008978.86
2026-05-10 12:00:00,2001445.86
2026-05-10 13:00:00,2016359.38
2026-05-10 14:00:00,2015758.79
2026-05-10 15:00:00,2017719.54
2026-05-10 16:00:00,2045691.53
2026-05-10 17:00:00,2066154.93
2026-05-10 18:00:00,2082828.07
2026-05-10 19:00:00,2082027.38
2026-05-10 20:00:00,2083029.46
2026-05-10 21:00:00,2001859.30
2026-05-10 22:00:00,1999126.23
2026-05-10 23:00:00,2044808.17
2026-05-11 00:00:00,2032674.13
2026-05-11 01:00:00,2004128.52
2026-05-11 02:00:00,2009806.14
2026-05-11 03:00:00,1988066.45
2026-05-11 04:00:00,1979178.51
2026-05-11 05:00:00,1983195.52
2026-05-11 06:00:00,1998368.04
2026-05-11 07:00:00,1991187.47
2026-05-11 08:00:00,1994755.41
2026-05-11 09:00:00,2001974.50
